heart_rate,acc_x,acc_y,acc_z,acceleration_magnitude,sound_level,time_of_day,label
74.21,-0.734,0.078,1.133,1.353,29.61,20,0
150.78,3.389,1.785,0.868,3.927,81.21,7,2
110.55,-0.366,-0.275,-1.11,1.201,59.19,7,1
72.77,-0.821,1.231,-0.55,1.579,38.47,1,0
107.32,-0.402,1.041,2.04,2.325,71.46,1,1
78.91,0.189,0.658,1.067,1.267,51.08,17,0
124.46,-0.03,-1.943,0.59,2.031,83.52,22,1
120.81,0.34,-1.351,-0.376,1.443,75.86,0,1
115.23,1.182,1.17,1.348,2.141,67.48,7,1
138.51,-1.211,-1.707,0.569,2.169,105.52,16,2
102.33,0.04,-0.533,0.916,1.06,29.79,15,0
147.11,-2.726,0.502,-2.792,3.934,109.5,18,2
72.16,0.76,-0.611,-0.022,0.976,23.25,12,0
79.22,-1.177,1.426,-0.642,1.957,54.68,20,0
104.26,1.4,-0.115,-1.453,2.021,47.39,7,1
94.31,-0.446,-0.304,-0.232,0.587,62.2,22,0
72.31,-0.522,0.488,-1.162,1.364,42.2,6,0
71.24,0.235,-0.159,-0.007,0.284,41.32,21,0
140.17,0.745,1.934,-1.302,2.448,95.68,7,2
137.12,-1.109,-2.091,2.386,3.361,90.58,0,2
88.88,-0.082,0.187,-0.006,0.205,61.02,19,0
139.36,0.289,-0.202,-1.779,1.814,68.24,1,1
82.09,-0.212,0.691,0.619,0.951,32.37,16,0
164.8,0.814,0.842,-3.014,3.233,102.62,3,2
114.62,-0.647,-1.617,-1.814,2.515,81.56,1,1
70.24,-0.005,0.117,0.045,0.126,67.83,2,0
94.19,-0.782,-0.9,0.667,1.366,31.67,4,0
103.67,-1.172,0.227,1.681,2.062,61.73,10,1
92.42,0.889,-0.127,0.36,0.967,28.23,12,0
90.51,-0.013,0.086,0.029,0.092,43.89,19,0
91.55,0.248,-0.303,-0.198,0.438,66.71,19,0
92.83,0.725,0.754,-0.549,1.182,59.83,11,0
83.44,0.237,0.069,0.675,0.719,22.9,16,0
108.97,2.414,0.041,1.167,2.681,64.75,14,1
84.25,-1.054,0.241,-0.064,1.083,39.47,15,0
89.13,1.151,0.71,-0.319,1.39,49.36,1,0
107.58,-1.155,-1.146,1.025,1.924,73.32,12,1
70.27,-0.297,-0.831,-0.183,0.902,32.19,17,0
152.77,2.055,2.569,-0.478,3.324,84.67,4,2
121.07,-1.48,-0.937,-0.41,1.799,78.65,6,1
98.42,-0.292,-1.256,0.741,1.487,55.25,0,0
112.09,-0.594,0.206,0.368,0.729,33.33,2,0
79.97,-1.118,0.012,1.003,1.502,23.39,23,0
107.45,0.722,-0.824,-0.224,1.118,37.96,13,0
79.54,0.928,0.017,-0.614,1.113,25.02,3,0
93.18,-0.136,-0.275,0.535,0.617,52.53,12,0
93.46,-0.44,-0.858,0.105,0.97,34.98,12,0
68.88,-0.599,-0.28,-1.189,1.361,55.19,21,0
66.74,-1.109,0.48,-0.585,1.343,28.81,3,0
112.88,-1.114,-1.531,0.201,1.905,71.27,23,1
80.24,-1.385,1.127,0.488,1.851,24.22,20,0
116.84,0.682,0.565,0.805,1.197,38.53,11,0
66.65,-0.067,-0.29,0.25,0.389,35.66,12,0
110.76,-0.608,1.31,1.413,2.02,67.89,5,1
106.18,-1.275,-0.179,-1.2,1.76,73.69,23,1
123.19,1.135,-1.079,-0.347,1.604,36.09,20,0
106.67,-1.44,-1.638,-0.364,2.211,70.93,16,1
151.21,0.756,-1.547,0.43,1.775,75.04,11,2
126.85,1.217,0.827,-0.954,1.7536059990773298,116.71041603116927,4,1
100.87,-1.246,0.075,-0.029,1.248,75.01,0,0
118.07,-0.548,0.149,-0.194,0.6,38.66,15,0
77.69,0.141,-0.098,0.118,0.208,65.44,18,0
86.46,-0.38,0.159,-0.926,1.013,79.17,22,0
90.8,-0.278,-0.194,0.166,0.378,65.5,21,0
90.29,0.108,0.833,-0.417,0.938,36.91,1,0
111.41,0.817,-0.283,1.379,1.628,63.32,16,1
163.8,1.05,0.945,-1.465,2.035,70.73,5,2
130.19,1.274,0.816,-2.803,3.185,84.21,12,2
170.76,-2.171,-0.662,0.067,2.271,102.44,5,2
87.38,0.97,-0.675,-0.041,1.182,50.82,2,0
124.61,-0.389,0.525,1.613,1.74,47.01,14,1
83.47,0.383,0.372,0.186,0.565,55.7,20,0
141.69,-0.361,-0.235,2.17,2.212,89.56,9,1
64.73,0.609,-0.905,0.111,1.097,33.74,12,0
80.1,0.402,-0.055,0.095,0.417,17.89,10,0
103.2,0.421,0.958,-0.179,1.061,28.35,9,0
78.4,-1.015,0.767,0.471,1.357,36.59,0,0
73.91,-0.424,0.103,0.558,0.708,35.41,20,0
162.3,-2.753,-1.085,-0.769,3.058,91.81,6,2
106.93,0.403,1.112,0.604,1.328,54.9,1,0
160.05,-3.316,1.107,-0.459,3.526,105.9,6,2
131.05,-0.473,-0.839,2.074,2.287,75.34,11,1
73.81,-0.249,-0.113,-0.036,0.275,51.03,14,0
85.99,-0.752,0.176,-0.251,0.812,50.21,18,0
123.9,2.191,0.488,0.98,2.449,75.17,3,1
65.0,-0.703,0.257,0.148,0.763,36.08,21,0
116.71,-1.246,-1.169,-0.334,1.741,68.79,3,1
85.77,-1.045,-0.739,0.106,1.284,34.99,5,0
130.0,0.149,0.107,-0.03,0.186,27.58,7,0
139.51,2.07,-0.867,1.24,2.564,94.81,11,2
77.83,0.482,0.238,0.72,0.899,25.04,22,0
104.31,0.229,0.041,-1.104,1.128,19.46,1,0
105.88,-1.56,0.367,0.335,1.637,75.01,10,1
82.73,-0.038,-0.051,0.037,0.074,55.74,10,0
108.3,-0.695,-1.861,-0.107,1.989,69.93,17,1
96.34,0.449,0.175,0.883,1.005,40.62,12,0
102.44,0.744,1.871,0.159,2.02,62.87,13,1
99.5,-0.755,-1.472,1.808,2.451,75.3,17,1
58.26,-1.567,-1.181,-0.3,1.985,19.23,1,0
142.97,1.433,0.206,1.572,2.137,89.22,14,2
105.78,0.216,-0.858,0.434,0.985,35.53,3,0
128.83,0.397,1.611,-0.91,1.893,60.39,5,1
141.46,2.306,2.316,-2.236,3.96,83.02,22,2
71.63,-0.473,-0.454,-0.506,0.828,50.31,12,0
71.63,0.321,-0.164,0.048,0.364,67.4,15,0
77.61,-0.581,-1.351,-1.514,2.111,41.85,12,0
73.23,-0.141,-3.366599686640957,0.351,3.3877832649228004,18.63,16,0
132.81,1.21,-0.103,-0.363,1.267,79.45,21,1
79.95,0.961,0.609,-0.081,1.141,27.0,21,0
117.4,-0.248,1.235,-1.125,1.689,66.28,22,1
120.1,-2.654,0.288,0.692,2.758,97.8,8,2
106.17,0.014,0.442,-0.455,0.635,65.0,3,0
61.48,0.342,0.665,0.009,0.748,67.31,15,0
77.29,-0.957,-0.576,-0.909,1.44,36.74,14,0
93.88,0.442,-0.443,-0.306,0.696,30.03,16,0
82.52,-0.064,0.371,-0.4,0.55,52.41,13,0
83.24,0.877,0.598,-0.584,1.211,52.65,1,0
144.67,-0.325,-2.27,0.22,2.303,90.33,17,2
67.43,-1.353,0.369,-0.631,1.538,66.71,4,0
59.45,-0.652,0.926,0.021,1.133,56.59,12,0
120.98,0.308,1.024,-0.13,1.077,38.76,1,0
117.36,0.019,1.719,-0.587,1.817,78.12,20,1
127.87,-2.755,-0.214,2.693,3.858,99.15,13,2
104.83,1.025,1.68,-0.887,2.159,85.56,9,1
96.34,0.018,-0.767,-0.268,0.813,16.0,11,0
72.9,-0.857,-0.805,0.432,1.253,44.4,19,0
83.52,0.503,1.822,0.464,1.946,49.45,15,0
107.55,-1.024,-0.872,2.521,2.857,93.06,11,2
95.24,-0.684,0.65,0.619,1.129,31.33,21,0
156.76,-2.017,3.17,0.557,3.798,87.26,20,2
96.85,0.414,0.043,0.038,0.418,33.07,12,0
79.77,-0.293,0.355,-0.849,0.966,47.65,21,0
66.83,-0.129,-1.072,0.772,1.327,49.82,2,0
106.77,0.084,-0.857,-0.47,0.981,37.15,5,0
119.96,1.113,1.909,0.005,2.21,80.24,13,1
114.92,0.699,0.37,0.42,0.895,29.14,12,0
90.44,-0.236,0.753,1.056,1.319,85.0,4,0
57.48,-0.874,0.35,0.412,1.028,55.82,7,0
73.1,-0.12,0.542,-0.473,0.73,59.08,17,0
88.57,0.566,1.062,-0.73,1.408,28.57,23,0
98.9,-0.334,0.642,-0.288,0.779,42.08,21,0
82.33,-0.042,-0.202,-0.168,0.266,30.6,8,0
82.67,0.083,0.1,0.078,0.152,57.02,12,0
95.13,0.28,0.055,0.031,0.287,62.58,11,0
77.49,-0.087,-0.071,0.49,0.502,61.26,22,0
95.82,-0.331,-0.885,-0.063,0.947,31.96,18,0
67.98,-0.118,-0.984,0.902,1.341,24.1,20,0
125.4,1.051,0.337,-1.326,1.725,83.14,1,1
94.43,0.677,-0.565,-0.999,1.333,80.91,12,0
89.64,-0.057,0.054,-0.309,0.319,32.71,9,0
86.21,-0.101,0.926,0.708,1.17,36.87,4,0
100.05,0.236,0.008,-0.371,0.44,51.29,8,0
131.99,-1.188,1.773,2.213,3.075,91.26,6,2
144.66,2.228,1.785,1.793,3.371,99.43,0,2
93.14,-0.029,0.066,-0.043,0.084,63.98,9,0
83.34,0.046,1.457,-0.524,1.549,28.92,19,0
114.63,-1.052,1.059,0.57,1.597,72.64,18,1
120.53,-0.332,-0.911,-1.718,1.973,84.23,1,1
93.13,-0.193,-0.277,-0.078,0.346,56.01,9,0
36.72310992385307,0.852,0.365,-0.923,1.3080741569192473,51.03,18,0
61.03,-0.107,-0.872,-0.475,0.998,47.71,7,0
111.38,1.271,0.722,-0.297,1.492,64.03,16,1
110.45,-0.115,-0.024,2.228,2.231,66.51,8,1
78.21,-0.551,-0.033,0.792,0.965,19.44,6,0
78.85,0.667,-0.059,-0.241,0.712,57.99,11,0
98.67,0.059,-0.059,-0.018,0.085,39.75,16,0
100.13,-1.294,-0.402,-1.911,2.343,75.36,1,1
93.57,-0.12,0.146,0.106,0.217,49.99,0,0
106.07,-0.133,0.177,0.044,0.226,51.38,0,0
92.51,0.747,0.243,0.473,0.917,60.12,4,0
64.98,0.009,0.004,-0.062,0.063,28.69,8,0
99.07,-0.38,0.888,0.196,0.986,31.5,9,0
109.02,1.808,1.595,0.716,2.516,71.63,16,1
101.12,1.191,1.173,0.433,1.727,42.05,7,0
70.62,-0.354,0.998,0.722,1.281,22.52,9,0
93.24,0.055,0.16,-0.059,0.179,50.02,1,0
84.21,-0.355,0.029,-0.459,0.581,30.31,4,0
128.63,-1.401,-0.044,3.626,3.888,81.34,19,2
100.83,-0.171,0.226,-0.23,0.365,59.43,11,0
69.27,0.598,0.68,-0.555,1.062,27.99,2,0
76.28,0.039,0.035,-0.304,0.308,55.3,5,0
112.29,0.282,-0.562,-1.053,1.227,59.95,5,0
74.87,-0.082,-0.072,-0.084,0.137,39.49,0,0
166.49,-2.981,1.401,-0.056,3.294,85.15,0,2
117.37,-0.729,0.079,1.238,1.439,74.64,2,1
100.0,0.58,2.182,-0.56,2.327,73.02,0,1
86.83,1.52,0.116,-0.474,1.596,41.47,15,0
78.51,0.154,-0.433,0.004,0.459,26.5,4,0
96.45,0.283,0.055,-0.018,0.289,37.45,10,0
99.28,-1.306,1.131,0.053,1.728,60.59,20,1
88.8,-0.125,-0.021,0.07,0.145,84.71,17,0
108.56,-1.765,0.599,0.931,2.084,65.84,10,1
99.07,-0.733,0.165,-0.504,0.905,29.5,19,0
59.24,-0.142,0.625,-0.212,0.675,44.1,5,0
64.71,-0.275,-0.104,-0.478,0.561,42.47,5,0
94.58,-0.226,0.565,0.718,0.941,46.32,3,0
75.24,-0.312,-0.466,0.212,0.6,69.85,4,0
110.62,1.741,0.183,0.154,1.758,62.72,7,1
91.26,1.233,-0.555,-0.128,1.358,41.44,7,0
71.19,-0.496,0.738,-0.749,1.163,63.54,0,0
69.69,-0.937,0.28,0.983,1.387,58.52,6,0
85.88,-1.195,-1.442,-1.162,2.203,39.89,11,0
88.01,0.974,0.233,0.153,1.014,47.46,7,0
80.61,0.228,0.231,0.465,0.567,56.26,5,0
155.62,-0.824,-2.494,-1.172,2.876,93.05,9,2
80.35,0.156,-0.216,0.088,0.281,28.55,13,0
65.2,0.473,0.613,0.818,1.126,33.93,12,0
157.65,1.396,0.849,-0.466,1.699,98.21,22,2
89.93,-1.142,1.269,-0.586,1.805,56.45,6,0
98.21,-0.23,1.024,0.125,1.057,55.58,8,0
90.91,-1.085,-0.156,0.847,1.385,23.96,1,0
107.7,0.349,0.344,-0.981,1.096,45.44,10,0
87.06,0.749,0.396,-0.044,0.849,61.87,21,0
78.2,-1.621,-0.492,-0.076,1.695,57.88,6,0
68.05,0.01,-0.017,0.011,0.023,73.89,11,0
39.25134268615963,0.268,-0.242,0.128,0.38310833976826975,54.77,18,0
90.49,-0.117,0.074,-0.061,0.151,26.41,5,0
77.7,-0.045,-0.112,-0.842,0.851,33.34,18,0
129.08,0.855,-1.503,-1.167,2.086,60.41,19,1
147.6,2.363,1.93,-2.484,3.934,88.19,8,2
101.05,-0.454,-1.251,-1.027,1.681,69.27,7,1
106.55,-0.233,1.787,-0.001,1.802,73.42,0,1
118.84,1.006,-1.223,-1.999,2.55,62.87,19,1
71.34,0.173,0.004,-0.132,0.218,61.47,4,0
102.58,-0.946,0.574,-0.883,1.416,37.4,3,0
106.23,0.738,-0.472,0.463,0.991,85.25,4,1
99.25,-0.306,0.107,1.499,1.534,75.97,6,1
101.93,0.342,-0.265,-0.023,0.433,30.06,6,0
84.62,0.08,-0.927,-0.589,1.101,37.57,2,0
101.82,0.696,-0.326,-0.519,0.927,40.93,22,0
98.45,-0.068,-0.395,-2.252,2.288,97.92,0,1
148.12,-1.388,0.589,0.998,1.808,71.91,21,1
97.67,0.225,0.801,-0.294,0.882,51.07,20,0
90.3,0.304,-0.262,0.134,0.424,52.44,12,0
90.84,0.06,0.045,-0.05,0.091,38.55,13,0
97.55,0.188,0.308,-0.25,0.439,47.84,1,0
62.37,0.054,-0.075,0.109,0.142,25.35,5,0
72.87,-0.096,0.082,0.082,0.15,42.16,21,0
121.86,-0.315,0.248,-2.943,2.97,102.44,22,2
101.42,-1.689,-0.051,0.368,1.729,61.99,17,0
66.25,-0.177,0.119,-1.416,1.432,72.88,10,0
66.48,0.505,-0.432,0.309,0.733,21.08,5,0
92.48,-0.074,0.425,0.181,0.467,54.89,6,0
98.27,0.038,0.104,0.036,0.117,54.36,17,0
171.73,-0.241,1.747,2.042,2.698,93.16,10,2
75.25,-0.135,-0.134,-1.171,1.186,41.66,10,0
91.51,-1.512,1.034,-0.195,1.843,54.45,3,0
71.8,-0.28,-0.806,0.639,1.066,70.08,5,0
119.89,1.16,-0.516,1.575,2.023,78.98,2,1
146.45,-0.106,-2.774,1.612,3.21,107.99,21,2
82.66,0.509,-0.537,-0.699,1.018,34.59,23,0
93.6,-0.26,-0.382,0.05,0.465,16.0,22,0
105.51,0.863,-1.067,1.882,2.329,59.07,11,1
171.37,-3.551,-0.542,-1.538,3.907,98.36,0,2
87.75,0.179,-0.109,0.362,0.419,49.26,4,0
79.46,0.267,-0.305,0.022,0.406,42.46,12,0
75.51,0.685,0.567,-1.129,1.437,32.48,12,0
78.19,-0.675,-0.189,-0.274,0.753,45.06,15,0
112.31,-0.358,-1.463,-1.121,1.877,50.71,16,1
86.46,1.044,-4.679324267603125,-0.014,4.794393350714929,53.73,18,0
74.97,0.067,0.039,-0.0,0.078,44.74,1,0
104.41,-1.409,0.666,-0.583,1.664,73.05,12,1
71.41,-1.635,-0.495,-0.062,1.709,21.68,20,0
102.38,0.645,-0.463,1.371,1.584,72.74,16,1
77.03,1.512,0.337,0.918,1.8,44.18,15,0
121.43,-1.646,-1.488,-0.451,2.264,75.68,10,1
70.62,0.517,-0.215,-0.238,0.608,27.01,10,0
107.93,-0.117,0.595,0.145,0.6234893744082572,113.48694385522256,3,0
89.37,0.803,0.325,1.081,1.385,55.61,21,0
85.07,-1.34,-0.125,-0.558,1.457,40.5,19,0
76.34,0.527,-0.549,-0.861,1.149,43.36,12,0
97.69,-0.327,1.527,0.785,1.747,26.97,18,0
59.7,0.422,0.429,0.819,1.017,66.92,16,0
109.46,0.055,0.113,0.012,0.126,22.12,4,0
91.51,0.096,0.475,-0.91,1.031,48.89,12,0
88.52,4.32795388552524,0.828,0.121,4.408107284905055,30.89,9,0
58.13,-0.29,0.161,-0.287,0.439,59.11,5,0
56.0,-0.722,0.483,-1.054,1.366,74.58,7,0
62.19,0.717,0.408,0.315,0.883,32.86,3,0
167.44,0.089,3.702,-1.372,3.949,90.87,22,2
68.01,0.719,0.159,-0.111,0.744,32.6,18,0
124.63,-0.067,1.35,0.331,1.391,63.55,18,1
91.33,-0.554,-1.261,-0.361,1.424,85.0,14,0
131.52,-1.954,-0.152,2.466,3.15,86.57,17,2
103.9,0.392,-0.579,-1.459,1.618,76.46,9,1
83.83,0.139,-0.057,0.617,0.635,27.24,5,0
68.15,0.046,0.658,-0.728,0.982,31.57,21,0
73.18,-0.933,-0.704,-0.496,1.27,43.69,17,0
88.87,-0.094,-0.069,0.003,0.117,40.64,4,0
74.78,0.171,0.778,1.38,1.594,51.53,11,0
85.95,1.015,-0.25,0.936,1.403,78.53,9,0
117.71,-0.108,-0.274,-0.215,0.365,30.94,23,0
109.72,0.144,0.032,-0.836,0.849,40.54,11,0
99.43,0.144,0.026,0.049,0.155,47.64,18,0
98.09,-0.333,-0.551,-0.856,1.071,21.7,23,0
105.04,-1.0,0.28,0.797,1.31,32.31,5,0
92.45,0.047,0.473,0.49,0.682,31.71,9,0
129.44,1.529,1.236,-1.097,2.251,79.95,3,1
74.49,-0.024,0.209,0.053,0.217,31.71,19,0
83.59,0.936,0.28,1.301,1.627,62.47,15,0
95.52,0.496,-1.09,0.438,1.275,52.92,21,0
103.15,-0.753,1.625,1.681,2.456,89.2,15,1
107.28,0.364,0.412,0.642,0.845,44.38,0,0
100.71,1.198,2.117,-0.496,2.482,64.7,11,1
70.08,-0.39,-0.663,-0.334,0.8385851179218482,128.88373570469528,15,0
94.14,-0.196,-0.627,-0.788,1.026,70.03,2,0
106.92,1.301,0.259,1.303,1.859,63.28,17,1
101.97,-1.162,1.486,-0.435,1.936,23.52,0,0
85.24,-0.098,-0.038,-0.018,0.107,27.96,12,0
86.77,0.366,-0.305,-0.005,0.476,48.55,13,0
78.65,-0.415,0.112,-0.638,0.769,42.31,18,0
100.42,0.418,-0.333,-0.726,0.902,23.28,14,0
91.36,0.119,-0.827,1.466,1.688,50.14,12,0
69.06,-0.005,-0.174,-1.23,1.242,46.68,13,0
110.92,0.197,0.704,0.933,1.185,46.94,1,0
91.77,0.392,-0.127,0.335,0.531,53.81,16,0
76.38,-0.447,0.698,0.215,0.856,22.31,0,0
112.08,-0.233,-0.758,-0.134,0.804,48.79,18,0
94.18,0.073,-0.347,-0.008,0.355,20.94,16,0
80.81,-0.324,0.425,-0.144,0.553,32.4,7,0
119.12,-0.5,-1.878,-0.514,2.01,61.71,4,1
75.26,-0.387,-1.928,-0.289,1.988,41.28,1,0
83.79,-0.475,0.391,-0.3,0.684,54.83,9,0
89.52,0.377,1.735,0.705,1.91,64.0,11,0
66.94,-0.293,0.059,-0.427,0.521,34.74,5,0
80.19,0.999,0.158,0.739,1.253,31.46,17,0
118.66,0.98,-0.887,1.061,1.695,68.32,17,1
64.56,-1.027,-0.864,-0.917,1.626,45.7,1,0
115.32,-1.775,-0.466,-0.298,1.859,80.97,19,1
63.38,-0.12,1.154,-0.146,1.17,30.69,19,0
84.76,-0.531,0.254,-0.574,0.822,34.57,23,0
144.92,3.807,-0.562,-0.093,3.85,111.73,4,2
91.72,0.387,0.285,-0.123,0.496,65.37,14,0
166.84,0.334,2.06,2.436,3.208,73.77,22,2
119.34,-0.733,0.362,-1.317,1.55,78.37,13,1
75.0,-0.229,0.077,0.182,0.302,52.01,18,0
88.93,0.44,-0.09,-0.123,0.466,38.23,14,0
92.42,0.144,0.142,0.066,0.213,61.76,21,0
63.67,-0.901,-0.299,0.774,1.225,32.89,7,0
87.04,-0.554,1.152,0.031,1.279,21.39,13,0
127.67,-0.789,2.225,0.71,2.465,84.0,2,1
102.21,0.677,-0.872,0.943,1.452,54.21,21,0
64.06,-0.416,0.636,-0.031,0.761,62.08,19,0
78.37,-1.317,-0.701,0.133,1.497,32.32,8,0
125.97,0.345,1.477,0.065,1.518,73.26,21,1
75.86,0.049,-0.018,0.056,0.077,28.49,19,0
81.72,-1.486,0.082,-1.388,2.035,44.48,9,0
85.67,-0.43,-0.165,0.259,0.528,64.46,23,0
117.5,-0.756,-0.574,-1.188,1.52,80.39,16,1
64.66,0.343,0.328,0.113,0.488,66.97,18,0
89.07,0.044,-0.042,-0.099,0.116,55.22,23,0
92.19,-0.113,0.067,0.382,0.404,46.41,3,0
165.9,-0.051,3.672,0.843,3.768,90.3,0,2
67.23,0.14,-0.174,0.227,0.318,37.07,1,0
123.2,-1.056,-1.619,-0.418,1.978,70.2,14,1
89.07,-0.092,-0.012,0.16,0.185,25.56,5,0
60.93,0.071,0.124,0.777,0.79,55.58,0,0
101.02,0.372,-0.67,-0.406,0.867,25.3,21,0
168.9,-0.213,-1.319,2.297,2.658,85.88,23,2
60.82,-1.197,0.572,0.237,1.347,40.59,2,0
77.29,0.597,-0.731,0.055,0.945,37.67,21,0
93.12,-0.203,-0.007,0.197,0.283,58.9,8,0
163.01,-0.982,0.238,2.803,2.98,88.81,21,2
117.8,3.182,1.043,1.8,3.801,103.35,13,2
122.92,0.069,0.067,-0.063,0.115,31.12,9,0
72.36,0.329,-0.166,-0.044,0.371,32.09,23,0
86.92,0.272,-0.211,-0.274,0.44,22.32,15,0
60.75,-0.079,0.277,-1.06,1.098,27.71,2,0
81.95,-0.036,-0.727,-0.569,0.923,56.21,5,0
83.69,0.009,-1.032,-0.535,1.163,55.36,7,0
104.0,0.232,1.167,-0.155,1.2,17.27,4,0
164.55,0.199,2.331,-0.516,2.395,95.76,15,2
93.4,0.419,1.035,-0.336,1.166,55.55,11,0
76.24,-0.993,-0.335,-0.437,1.135,36.93,22,0
64.78,0.579,-0.191,-1.02,1.189,58.16,1,0
127.34,0.344,-1.927,-0.853,2.135,67.33,13,1
89.34,0.494,0.817,1.193,1.528,35.38,8,0
152.04,1.629,-0.107,-1.872,2.484,103.62,6,2
80.15,0.015,-0.783,-0.294,0.837,35.44,12,0
130.0,-0.003,0.457,-0.695,0.832,60.01,12,0
84.85,1.381,-0.213,-1.185,1.832,31.07,8,0
104.47,1.063,-0.13,0.037,1.072,46.17,0,0
88.87,0.567,0.672,-1.312,1.579,24.12,22,0
120.89,1.683,-0.318,1.613,2.352,72.83,2,1
94.87,-0.006,-0.062,0.421,0.425,79.52,12,0
128.29,1.589,1.352,1.11,2.363,86.29,11,1
116.71,-1.181,-0.945,0.351,1.553,74.44,11,1
126.94,-0.964,1.476,-1.148,2.104,70.37,0,1
93.53,0.623,-0.515,0.427,0.914,31.85,5,0
85.48,0.124,0.075,0.176,0.228,60.52,8,0
105.5,-0.286,-1.82,-0.973,2.084,106.63,21,2
97.79,-0.509,0.099,-0.192,0.553,45.13,13,0
62.25,0.025,-0.058,0.627,0.63,56.06,7,0
90.31,-1.019,-0.507,0.053,1.139,44.24,5,0
125.99,1.763,1.278,-2.009,2.962,64.47,10,1
68.95,-0.869,0.066,-0.557,1.035,47.88,22,0
99.04,-0.222,-0.355,-0.258,0.492,23.49,23,0
89.6,-0.214,-1.176,0.495,1.294,31.33,17,0
60.77,0.361,0.229,0.088,0.436,60.0,13,0
67.6,0.069,-0.032,-0.047,0.089,46.7,8,0
90.03,-0.584,0.936,-0.015,1.104,44.76,9,0
86.24,-1.398,0.168,-0.556,1.514,54.73,0,0
119.89,0.574,3.157,-1.264,3.448,96.07,23,2
72.92,0.084,-0.819,-0.864,1.193,19.71,20,0
157.86,1.155,-1.489,1.958,2.718,97.39,15,2
79.86,0.894,0.302,-0.003,0.944,55.37,22,0
97.21,1.131,-0.031,-0.341,1.182,44.41,22,0
114.24,0.079,-0.993,1.634,1.914,56.16,11,0
57.31,0.152,0.186,0.022,0.241,50.58,21,0
80.3,0.066,-0.004,0.053,0.084,49.55,18,0
77.04,-0.645,-0.926,1.135,1.601,39.91,2,0
119.4,-1.952,1.917,0.258,2.748,71.91,22,1
95.17,0.629,2.076,-0.059,2.17,48.03,16,0
93.71,0.175,0.996,0.586,1.169,32.85,17,0
80.39,0.074,-0.287,1.197,1.233,47.64,7,0
143.6,-1.723,-0.711,-0.813,2.034,78.28,3,1
105.67,0.959,0.394,0.354,1.096,65.07,8,1
63.88,-0.174,-0.182,-0.595,0.646,46.69,22,0
103.26,-0.176,0.334,-0.021,0.378,47.16,23,0
88.81,0.389,0.138,-0.298,0.509,56.69,3,0
73.17,0.015,-0.003,0.082,0.084,75.67,10,0
66.24,-0.733,-0.138,0.653,0.991,23.42,17,0
110.7,1.367,-1.366,-0.031,1.932,78.95,22,1
89.77,-0.058,0.256,-0.762,0.806,29.53,4,0
64.89,-0.188,-0.747,0.029,0.771,48.96,16,0
59.76,0.391,-1.051,0.056,1.123,35.28,6,0
129.91,0.501,2.382,-2.145,3.244,99.04,18,2
143.26,-1.894,0.381,3.052,3.612,106.84,1,2
75.02,-0.932,0.66,-1.201,1.657,25.51,0,0
120.58,1.021,-1.747,-0.879,2.206,76.88,19,1
76.45,-1.076,0.334,0.011,1.127,44.41,3,0
100.0,-0.95,-1.932,0.967,2.36,86.51,0,2
61.6,-1.06,0.37,-1.898,2.205,31.1,23,0
145.4,2.836,1.386,0.37,3.178,92.48,13,2
101.38,2.0,-0.149,-0.733,2.135,81.47,13,1
85.84,-0.959,-0.184,0.132,0.986,27.81,19,0
130.0,-2.322,-0.05,0.049,2.323,84.87,1,1
145.17,0.57,-2.05,-1.561,2.639,104.92,22,2
78.83,0.619,-0.461,0.474,0.906,25.29,15,0
89.79,0.948,0.756,-0.891,1.504,85.0,4,0
91.5,-0.752,0.131,0.135,0.775,20.97,23,0
81.55,-0.191,0.058,0.203,0.285,53.35,17,0
93.19,-0.743,-1.932,-0.245,2.084,21.03,6,0
61.81,0.273,0.566,-0.282,0.689,47.29,10,0
78.2,0.456,0.517,0.651,0.948,55.1,12,0
86.74,-0.28,-0.251,0.364,0.523,36.25,23,0
70.98,0.142,-0.381,-0.318,0.516,33.83,11,0
95.25,-0.112,0.445,0.061,0.463,28.17,6,0
60.15,-0.087,-0.677,-0.336,0.761,43.28,14,0
128.07,-0.786,-1.33,0.315,1.577,84.1,0,1
101.76,-0.39,0.824,-1.452,1.715,61.96,3,1
88.76,0.199,0.082,-0.243,0.325,45.85,5,0
86.67,-0.207,-0.19,-0.12,0.306,26.59,2,0
100.25,0.156,-0.317,0.264,0.441,29.87,8,0
66.7,-1.325,1.286,0.871,2.042,27.7,17,0
88.0,-0.962,0.004,-0.8,1.251,54.83,6,0
86.51,1.005,-0.84,0.909,1.595,74.0,16,0
101.81,-0.056,-1.33,-1.026,1.681,33.47,17,0
80.29,0.435,-0.541,-0.24,0.734,71.15,5,0
71.73,-0.424,-0.205,-0.958,1.067,39.3,7,0
90.73,-0.437,-0.146,0.291,0.545,45.84,6,0
116.78339759265272,-1.8111049009175582,-1.4139715929007948,-1.6263238578873827,2.8150214774299163,43.1547441477245,10,0
124.17,-2.185,0.24,-1.786,2.832,104.22,9,2
63.78,0.447,0.477,0.249,0.699,27.82,20,0
98.9,1.491,-0.23,0.352,1.549,62.03,13,1
70.99,0.159,0.127,-0.124,0.238,38.02,7,0
89.1,0.383,-0.03,1.297,1.353,70.88,0,0
95.0,-0.237,1.324,-0.085,1.348,30.89,9,0
65.28,-1.027,0.859,-0.379,1.391,41.47,6,0
